tier,identifier,opening_id,vccb_sysid,harvest_start_date,harvest_start_year,block_area_ha,watershed,deferral_overlap_ha,oldgrowth_overlap_ha,ancient_overlap_ha,ogma_overlap_ha,nearest_stream_m,nearest_rec_site_m,nearest_rec_site,nearest_fish_record_m,after_deferral_recommendation,risk_flags,priority_score
1,OPENING_ID 1777663,1777663,565210,2021-10-01,2021,10.2,Sarita River,10.05,10.05,0.0,0.0,167.0,21989.0,KNOB POINT,1295.0,False,priority-deferral; old growth (TAP),80.4
1,OPENING_ID 1794728,1794728,580801,2022-02-23,2022,20.8,East Klanawa River,9.74,9.74,8.88,0.0,0.0,6668.0,KNOB POINT,1754.0,True,priority-deferral; old growth (TAP); stream,79.9
1,OPENING_ID 1753132,1753132,535381,2020-11-02,2020,18.9,Cribs Creek,3.38,18.69,3.38,0.0,0.0,17681.0,KNOB POINT,2499.0,False,priority-deferral; old growth (TAP); stream,75.0
1,OPENING_ID 1766063,1766063,545662,2019-05-08,2019,26.1,Klanawa River,8.9,8.9,1.16,0.0,39.0,15843.0,KNOB POINT,459.0,False,priority-deferral; old growth (TAP); stream,73.2
1,OPENING_ID 1770926,1770926,548348,2020-09-17,2020,16.5,South Sarita River,8.5,8.5,8.5,0.0,44.0,14096.0,KNOB POINT,977.0,False,priority-deferral; old growth (TAP); stream,70.0
1,OPENING_ID 1766063,1766063,545664,2021-04-18,2021,9.3,Klanawa River,8.29,8.29,0.0,0.0,14.0,15854.0,KNOB POINT,362.0,False,priority-deferral; old growth (TAP); stream,68.3
1,OPENING_ID 1777668,1777668,565212,2021-09-30,2021,8.5,Sarita River,8.09,8.21,7.06,0.0,17.0,13959.0,KNOB POINT,477.0,False,priority-deferral; old growth (TAP); stream,67.1
1,OPENING_ID 1777122,1777122,564648,2021-01-07,2021,8.0,Klanawa River,7.95,7.95,0.0,0.0,0.0,13960.0,KNOB POINT,548.0,False,priority-deferral; old growth (TAP); stream,65.6
1,OPENING_ID 1754768,1754768,536378,2021-03-31,2021,11.0,Hatton Creek,5.55,11.04,0.0,0.0,48.0,10468.0,NITINAT LAKE,627.0,False,priority-deferral; old growth (TAP); stream,62.9
1,OPENING_ID 1748775,1748775,532240,2020-10-06,2020,15.2,Caycuse River,2.51,15.2,1.42,0.0,0.0,11019.0,NITINAT LAKE,47.0,False,priority-deferral; old growth (TAP); stream; fish record,62.1
1,OPENING_ID 1797384,1797384,583400,2023-07-04,2023,17.9,Walbran Creek,6.34,8.61,2.98,0.0,0.0,11579.0,Avatar Grove Hiking Trails,2035.0,True,priority-deferral; old growth (TAP); stream,59.5
1,OPENING_ID 1799633,1799633,586151,2025-01-30,2025,11.2,South Sarita River,5.83,9.38,0.0,0.0,0.0,13918.0,KNOB POINT,1494.0,True,priority-deferral; old growth (TAP); stream,59.3
1,OPENING_ID 1770926,1770926,548350,2020-09-17,2020,8.0,South Sarita River,6.82,7.17,6.82,0.0,14.0,14023.0,KNOB POINT,1155.0,False,priority-deferral; old growth (TAP); stream,57.6
1,VCCB_SYSID 80261,,80261,2022-07-26,2022,14.5,Caycuse River,6.63,6.94,1.08,0.22,0.0,3922.0,NITINAT LAKE,489.0,True,priority-deferral; old growth (TAP); legal OGMA; stream,56.2
1,OPENING_ID 1762036,1762036,542523,2021-01-06,2021,10.8,Klanawa River,3.96,10.71,0.29,0.0,51.0,11463.0,KNOB POINT,2186.0,False,priority-deferral; old growth (TAP); stream,54.0
1,OPENING_ID 1754759,1754759,536373,2021-03-31,2021,6.6,Hatton Creek,6.4,6.61,0.0,0.13,11.0,11931.0,NITINAT LAKE,860.0,False,priority-deferral; old growth (TAP); legal OGMA; stream,54.0
1,OPENING_ID 1798109,1798109,584169,2024-08-08,2024,8.3,South Sarita River,4.88,8.33,2.99,0.0,53.0,16276.0,KNOB POINT,1004.0,True,priority-deferral; old growth (TAP); stream,51.4
1,VCCB_SYSID 79497,,79497,2022-04-05,2022,6.5,South Sarita River,6.39,6.4,4.17,0.0,101.0,16492.0,KNOB POINT,1092.0,True,priority-deferral; old growth (TAP),51.2
1,OPENING_ID 1777122,1777122,564647,2021-01-07,2021,10.8,Klanawa River,6.12,6.12,0.0,0.0,14.0,13918.0,KNOB POINT,820.0,False,priority-deferral; old growth (TAP); stream,51.0
1,OPENING_ID 1791024,1791024,577112,2022-04-28,2022,12.5,Blue Creek,1.68,12.39,1.68,0.0,0.0,17593.0,KNOB POINT,319.0,True,priority-deferral; old growth (TAP); stream,47.6
1,OPENING_ID 1777665,1777665,565211,2021-11-22,2021,7.1,Sarita River,5.54,5.91,0.0,0.0,9.0,12541.0,KNOB POINT,794.0,True,priority-deferral; old growth (TAP); stream,47.5
1,OPENING_ID 1774822,1774822,556090,2022-07-15,2022,5.9,Cribs Creek,5.38,5.45,5.38,0.0,0.0,17654.0,KNOB POINT,1918.0,True,priority-deferral; old growth (TAP); stream,45.2
1,OPENING_ID 1754798,1754798,536388,2021-03-31,2021,7.6,Hatton Creek,3.62,7.64,0.0,0.0,0.0,12329.0,NITINAT LAKE,1266.0,False,priority-deferral; old growth (TAP); stream,43.0
1,OPENING_ID 1778553,1778553,565769,2021-05-27,2021,10.5,South Sarita River,2.4,9.43,0.0,0.0,10.0,15276.0,KNOB POINT,1141.0,False,priority-deferral; old growth (TAP); stream,42.3
1,OPENING_ID 1773891,1773891,550598,2022-03-19,2022,18.5,Loup Creek,0.0,13.28,0.0,0.0,28.0,8757.0,Avatar Grove Hiking Trails,1207.0,False,old growth (TAP); stream,41.9
1,OPENING_ID 1797420,1797420,583435,2023-07-19,2023,5.8,Walbran Creek,4.95,4.95,4.95,0.0,0.0,11396.0,Avatar Grove Hiking Trails,2517.0,True,priority-deferral; old growth (TAP); stream,41.6
1,OPENING_ID 1769718,1769718,547441,2021-12-07,2021,5.1,Klanawa River,4.78,5.03,4.78,0.0,0.0,7658.0,KNOB POINT,1199.0,True,priority-deferral; old growth (TAP); stream,41.0
1,OPENING_ID 1775937,1775937,563320,2022-04-28,2022,9.3,Klanawa River,4.22,4.83,4.13,0.0,23.0,15167.0,KNOB POINT,884.0,True,priority-deferral; old growth (TAP); stream,37.6
1,OPENING_ID 1769706,1769706,547419,2021-12-10,2021,5.3,Darling River,4.25,4.26,4.25,0.0,0.0,25622.0,KNOB POINT,1925.0,True,priority-deferral; old growth (TAP); stream,36.0
1,OPENING_ID 1765934,1765934,545601,2021-01-27,2021,4.4,Klanawa River,4.03,4.43,0.0,0.0,7.0,17105.0,KNOB POINT,1933.0,False,priority-deferral; old growth (TAP); stream,35.4
1,OPENING_ID 1754759,1754759,536371,2021-03-31,2021,5.9,Hatton Creek,3.13,5.86,0.0,0.1,0.0,12341.0,NITINAT LAKE,1272.0,False,priority-deferral; old growth (TAP); legal OGMA; stream,35.3
1,VCCB_SYSID 79702,,79702,2022-05-03,2022,4.3,South Sarita River,4.01,4.01,4.01,0.0,7.0,16793.0,KNOB POINT,1658.0,True,priority-deferral; old growth (TAP); stream,34.1
1,OPENING_ID 1804463,1804463,590634,2025-09-23,2025,11.0,East Klanawa River,3.86,3.86,0.0,0.0,0.0,11429.0,KNOB POINT,203.0,True,priority-deferral; old growth (TAP); stream,32.9
1,OPENING_ID 1790891,1790891,576978,2023-08-14,2023,9.8,Darling River,0.11,9.79,0.11,0.0,0.0,25522.0,KNOB POINT,3105.0,True,priority-deferral; old growth (TAP); stream,31.9
1,OPENING_ID 1785771,1785771,570028,2022-06-01,2022,10.2,Cheewhat River,0.0,9.94,0.0,0.0,0.0,15194.0,KNOB POINT,655.0,False,old growth (TAP); stream,31.8
1,OPENING_ID 1752471,1752471,535001,2021-01-06,2021,5.3,Klanawa River,3.71,3.73,0.36,0.0,0.0,11049.0,KNOB POINT,2133.0,False,priority-deferral; old growth (TAP); stream,31.7
1,OPENING_ID 1751697,1751697,534632,2020-11-13,2020,3.8,Klanawa River,3.65,3.67,0.0,0.0,21.0,14332.0,KNOB POINT,615.0,False,priority-deferral; old growth (TAP); stream,31.3
1,OPENING_ID 1777236,1777236,564792,2022-11-01,2022,10.0,Klanawa River,0.0,9.69,0.0,0.0,87.0,19143.0,KNOB POINT,1088.0,False,old growth (TAP); stream,31.1
1,OPENING_ID 1758899,1758899,539637,2021-11-08,2021,20.9,Caycuse River,3.24,3.24,0.0,0.0,0.0,5033.0,NITINAT LAKE,37.0,True,priority-deferral; old growth (TAP); stream; fish record,30.0
1,OPENING_ID 1777236,1777236,564794,2022-11-01,2022,9.0,Klanawa River,0.0,8.95,0.0,0.0,0.0,18473.0,KNOB POINT,663.0,False,old growth (TAP); stream,28.9
1,OPENING_ID 1792967,1792967,578902,2022-12-01,2022,3.5,Caycuse River,3.22,3.54,0.35,0.0,11.0,6851.0,NITINAT LAKE,1197.0,True,priority-deferral; old growth (TAP); stream,28.7
1,OPENING_ID 1804760,1804760,590871,2024-11-15,2024,3.4,South Sarita River,3.28,3.28,0.0,0.0,0.0,13788.0,KNOB POINT,1576.0,True,priority-deferral; old growth (TAP); stream,28.2
1,OPENING_ID 1725461,1725461,515070,2019-05-01,2019,8.8,Caycuse River,2.96,3.2,0.0,0.0,0.0,13476.0,NITINAT LAKE,1521.0,False,priority-deferral; old growth (TAP); stream,26.4
1,OPENING_ID 1774822,1774822,556089,2022-07-15,2022,3.4,Cribs Creek,2.87,3.33,2.87,0.0,0.0,17862.0,KNOB POINT,2300.0,True,priority-deferral; old growth (TAP); stream,26.3
1,OPENING_ID 1778553,1778553,565771,2021-05-27,2021,5.3,South Sarita River,1.64,5.26,0.0,0.0,23.0,15094.0,KNOB POINT,1040.0,False,priority-deferral; old growth (TAP); stream,26.0
1,OPENING_ID 1763519,1763519,544473,2021-04-16,2021,9.6,South Sarita River,0.0,7.97,0.0,0.0,0.0,18654.0,KNOB POINT,606.0,False,old growth (TAP); stream,25.9
1,OPENING_ID 1798078,1798078,584125,2019-04-04,2019,14.6,Walbran Creek,2.38,3.97,2.38,0.0,0.0,9604.0,Avatar Grove Hiking Trails,529.0,False,priority-deferral; old growth (TAP); stream,25.8
1,OPENING_ID 1775918,1775918,563289,2022-03-21,2022,3.5,Klanawa River,2.89,2.89,0.0,0.0,38.0,14949.0,KNOB POINT,1432.0,True,priority-deferral; old growth (TAP); stream,25.1
1,OPENING_ID 1792967,1792967,578903,2022-12-01,2022,2.8,Caycuse River,2.46,2.56,0.57,0.0,6.0,6919.0,NITINAT LAKE,1191.0,True,priority-deferral; old growth (TAP); stream,22.0
1,OPENING_ID 1761988,1761988,542480,2021-08-31,2021,7.6,Klanawa River,0.0,6.3,0.0,0.0,31.0,22128.0,KNOB POINT,263.0,False,old growth (TAP); stream,20.9
1,OPENING_ID 1777195,1777195,564740,2021-10-08,2021,2.4,East Klanawa River,2.36,2.36,2.36,0.0,0.0,9909.0,KNOB POINT,2165.0,False,priority-deferral; old growth (TAP); stream,20.9
1,OPENING_ID 1758897,1758897,539636,2021-11-10,2021,5.7,Caycuse River,2.07,2.08,0.0,0.0,0.0,7861.0,NITINAT LAKE,100.0,True,priority-deferral; old growth (TAP); stream; fish record,20.6
1,OPENING_ID 1790174,1790174,576358,2022-11-15,2022,5.3,East Klanawa River,2.25,2.25,0.0,0.0,19.0,7019.0,KNOB POINT,1011.0,True,priority-deferral; old growth (TAP); stream,20.0
1,OPENING_ID 1769712,1769712,547431,2022-01-31,2022,14.5,Klanawa River,0.0,5.69,0.0,0.0,0.0,15874.0,KNOB POINT,433.0,False,old growth (TAP); stream,19.1
1,OPENING_ID 1777236,1777236,564793,2022-11-01,2022,5.4,Klanawa River,0.0,5.4,0.0,0.0,26.0,19041.0,KNOB POINT,1064.0,False,old growth (TAP); stream,18.2
1,OPENING_ID 1770839,1770839,548234,2021-05-07,2021,5.8,Klanawa River,0.0,5.34,0.0,0.0,20.0,7461.0,KNOB POINT,461.0,False,old growth (TAP); stream,18.0
1,OPENING_ID 1790170,1790170,576345,2022-03-21,2022,1.9,East Klanawa River,1.94,1.94,0.0,0.0,92.0,10938.0,KNOB POINT,1146.0,True,priority-deferral; old growth (TAP); stream,17.5
1,OPENING_ID 1778553,1778553,565770,2021-05-27,2021,5.2,South Sarita River,0.0,5.11,0.0,0.0,46.0,15377.0,KNOB POINT,966.0,False,old growth (TAP); stream,17.3
1,OPENING_ID 1758897,1758897,539635,2021-11-10,2021,6.3,Caycuse River,1.88,1.88,0.0,0.0,0.0,8474.0,NITINAT LAKE,269.0,True,priority-deferral; old growth (TAP); stream,17.1
1,OPENING_ID 1790170,1790170,576346,2022-03-21,2022,2.1,East Klanawa River,2.09,2.12,0.0,0.0,104.0,10665.0,KNOB POINT,1065.0,True,priority-deferral; old growth (TAP),16.8
1,OPENING_ID 1798109,1798109,584172,2024-12-03,2024,3.5,South Sarita River,0.8,3.54,0.8,0.0,37.0,16490.0,KNOB POINT,1683.0,True,priority-deferral; old growth (TAP); stream,16.6
1,OPENING_ID 1770535,1770535,547857,2021-12-02,2021,1.7,Caycuse River,1.46,1.46,1.41,0.0,0.0,13526.0,NITINAT LAKE,63.0,True,priority-deferral; old growth (TAP); stream; fish record,15.7
1,OPENING_ID 1804760,1804760,590872,2024-11-15,2024,1.9,South Sarita River,1.58,1.86,0.0,0.0,24.0,14151.0,KNOB POINT,1853.0,True,priority-deferral; old growth (TAP); stream,15.5
1,VCCB_SYSID 85842,,85842,2024-11-15,2024,2.2,East Klanawa River,1.67,1.67,1.67,0.0,0.0,9963.0,KNOB POINT,2035.0,True,priority-deferral; old growth (TAP); stream,15.4
1,VCCB_SYSID 80874,,80874,2022-11-15,2022,2.1,Caycuse River,1.64,1.64,0.0,0.28,29.0,4125.0,NITINAT LAKE,1464.0,True,priority-deferral; old growth (TAP); legal OGMA; stream,15.4
1,OPENING_ID 1790181,1790181,576361,2023-05-17,2023,4.4,South Sarita River,0.05,4.39,0.0,0.0,4.0,13745.0,KNOB POINT,1578.0,True,priority-deferral; old growth (TAP); stream,15.4
1,OPENING_ID 1770823,1770823,548215,2021-12-17,2021,1.7,Klanawa River,1.66,1.66,0.0,0.0,15.0,20511.0,KNOB POINT,855.0,True,priority-deferral; old growth (TAP); stream,15.3
1,OPENING_ID 1770926,1770926,548347,2020-09-17,2020,4.7,South Sarita River,1.59,1.59,1.59,0.0,67.0,13952.0,KNOB POINT,1029.0,False,priority-deferral; old growth (TAP); stream,14.8
1,OPENING_ID 1769714,1769714,547434,2021-12-17,2021,1.5,Klanawa River,1.53,1.53,0.0,0.0,16.0,20704.0,KNOB POINT,902.0,True,priority-deferral; old growth (TAP); stream,14.3
1,OPENING_ID 1794832,1794832,580876,2023-11-03,2023,4.2,Klanawa River,0.0,4.02,0.0,0.0,0.0,18765.0,KNOB POINT,1243.0,False,old growth (TAP); stream,14.1
1,OPENING_ID 1794832,1794832,580875,2023-11-03,2023,4.3,Klanawa River,0.0,4.01,0.0,0.0,0.0,19088.0,KNOB POINT,1413.0,False,old growth (TAP); stream,14.0
1,OPENING_ID 1805133,1805133,591046,2025-09-23,2025,1.9,Darling River,1.61,1.9,0.0,0.0,123.0,26002.0,KNOB POINT,3160.0,True,priority-deferral; old growth (TAP),13.7
1,OPENING_ID 1765934,1765934,545602,2021-01-27,2021,3.5,Klanawa River,0.18,3.5,0.0,0.0,15.0,17118.0,KNOB POINT,2252.0,False,priority-deferral; old growth (TAP); stream,13.4
1,OPENING_ID 1763277,1763277,544194,2021-04-16,2021,1.9,Sarita River,1.21,1.68,1.21,0.0,15.0,21442.0,KNOB POINT,1944.0,False,priority-deferral; old growth (TAP); stream,13.1
1,OPENING_ID 1769706,1769706,547417,2021-12-10,2021,1.7,Darling River,1.33,1.34,1.33,0.0,0.0,25606.0,KNOB POINT,1879.0,True,priority-deferral; old growth (TAP); stream,12.7
1,OPENING_ID 1769706,1769706,547418,2021-12-10,2021,1.4,Darling River,1.34,1.34,1.34,0.0,33.0,25498.0,KNOB POINT,1980.0,True,priority-deferral; old growth (TAP); stream,12.7
1,OPENING_ID 1791024,1791024,577113,2022-11-15,2022,3.6,Blue Creek,0.3,3.04,0.3,0.0,0.0,17288.0,KNOB POINT,222.0,True,priority-deferral; old growth (TAP); stream,12.6
1,OPENING_ID 1797420,1797420,583434,2020-07-10,2020,1.4,Walbran Creek,1.32,1.32,1.32,0.0,0.0,11381.0,Avatar Grove Hiking Trails,2507.0,False,priority-deferral; old growth (TAP); stream,12.6
1,OPENING_ID 1794832,1794832,580877,2023-11-03,2023,3.4,Klanawa River,0.0,3.42,0.0,0.0,0.0,18782.0,KNOB POINT,1130.0,False,old growth (TAP); stream,12.3
1,OPENING_ID 1790172,1790172,576353,2022-04-28,2022,1.3,Klanawa River,1.01,1.03,1.01,0.0,0.0,11228.0,KNOB POINT,0.0,True,priority-deferral; old growth (TAP); stream; fish record,12.2
1,OPENING_ID 1777195,1777195,564742,2021-10-08,2021,1.3,East Klanawa River,1.24,1.24,1.24,0.0,13.0,10008.0,KNOB POINT,1823.0,False,priority-deferral; old growth (TAP); stream,11.9
1,OPENING_ID 1770812,1770812,548196,2021-12-20,2021,1.2,Darling River,1.23,1.23,1.23,0.0,0.0,26034.0,KNOB POINT,1866.0,True,priority-deferral; old growth (TAP); stream,11.8
1,OPENING_ID 1752076,1752076,534855,2020-09-22,2020,4.0,Klanawa River,0.0,3.22,0.0,0.0,30.0,17474.0,KNOB POINT,1567.0,False,old growth (TAP); stream,11.7
1,OPENING_ID 1692744,1692744,491322,2017-07-01,2017,4.2,Klanawa River,0.0,3.11,0.0,0.0,0.0,17010.0,KNOB POINT,860.0,False,old growth (TAP); stream,11.3
1,OPENING_ID 1790170,1790170,576342,2022-02-23,2022,2.3,East Klanawa River,0.49,2.29,0.49,0.0,24.0,10500.0,KNOB POINT,1573.0,True,priority-deferral; old growth (TAP); stream,11.3
1,OPENING_ID 1769715,1769715,547435,2021-12-17,2021,1.1,East Klanawa River,1.12,1.12,0.0,0.0,92.0,10692.0,KNOB POINT,1056.0,True,priority-deferral; old growth (TAP); stream,10.9
1,OPENING_ID 1777663,1777663,565209,2021-10-01,2021,2.7,Sarita River,0.52,2.66,0.0,0.0,118.0,22375.0,KNOB POINT,1181.0,False,priority-deferral; old growth (TAP),10.6
1,OPENING_ID 1769706,1769706,547420,2021-12-10,2021,1.5,Darling River,1.05,1.05,1.05,0.0,54.0,24741.0,KNOB POINT,1532.0,True,priority-deferral; old growth (TAP); stream,10.4
1,OPENING_ID 1790170,1790170,576343,2022-02-23,2022,1.3,East Klanawa River,0.96,1.18,0.0,0.0,18.0,11386.0,KNOB POINT,1115.0,True,priority-deferral; old growth (TAP); stream,10.3
1,OPENING_ID 1798078,1798078,584126,2024-04-10,2024,3.5,Walbran Creek,0.12,3.21,0.12,0.0,391.0,10335.0,Avatar Grove Hiking Trails,581.0,True,priority-deferral; old growth (TAP),10.2
1,OPENING_ID 1798109,1798109,584171,2024-09-24,2024,1.9,South Sarita River,0.9,1.88,0.08,0.0,130.0,16392.0,KNOB POINT,1053.0,True,priority-deferral; old growth (TAP),10.1
1,OPENING_ID 1790167,1790167,576335,2022-03-21,2022,1.0,Klanawa River,1.0,1.0,0.0,0.0,61.0,11844.0,KNOB POINT,1320.0,True,priority-deferral; old growth (TAP); stream,10.0
1,OPENING_ID 1653818,1653818,461700,2015-01-01,2015,3.7,Worthless Creek,0.0,2.64,0.0,0.0,3.0,9088.0,NITINAT LAKE,1596.0,False,old growth (TAP); stream,9.9
1,OPENING_ID 1770535,1770535,547858,2021-12-02,2021,29.0,Caycuse River,0.66,0.82,0.53,0.0,0.0,13248.0,NITINAT LAKE,6.0,True,priority-deferral; old growth (TAP); stream; fish record,9.8
1,OPENING_ID 1773438,1773438,550225,2022-08-29,2022,2.7,Loup Creek,0.0,2.41,0.0,0.0,0.0,9561.0,Avatar Grove Hiking Trails,1671.0,False,old growth (TAP); stream,9.2
1,OPENING_ID 1790891,1790891,576979,2023-10-03,2023,2.4,Darling River,0.0,2.39,0.0,0.0,0.0,25727.0,KNOB POINT,3245.0,False,old growth (TAP); stream,9.2
1,VCCB_SYSID 83953,,83953,2024-04-10,2024,2.5,Cheewhat River,0.0,2.33,0.0,0.0,33.0,14582.0,KNOB POINT,1444.0,False,old growth (TAP); stream,9.0
1,OPENING_ID 1790182,1790182,576367,2023-06-29,2023,3.4,Klanawa River,0.88,0.88,0.0,0.0,11.0,11782.0,KNOB POINT,763.0,True,priority-deferral; old growth (TAP); stream,9.0
1,OPENING_ID 1753132,1753132,535380,2020-11-02,2020,1.2,Coal Creek,1.07,1.18,1.07,0.0,172.0,18460.0,KNOB POINT,2469.0,False,priority-deferral; old growth (TAP),8.9
1,OPENING_ID 1770819,1770819,548211,2021-11-10,2021,2.8,Klanawa River,0.0,2.24,0.0,0.0,1.0,19426.0,KNOB POINT,858.0,False,old growth (TAP); stream,8.7
1,OPENING_ID 1769717,1769717,547440,2022-04-28,2022,18.2,Klanawa River,0.59,0.59,0.59,0.0,0.0,11975.0,KNOB POINT,0.0,True,priority-deferral; old growth (TAP); stream; fish record,8.7
1,OPENING_ID 1775974,1775974,563367,2022-03-21,2022,0.8,Klanawa River,0.82,0.82,0.0,0.0,33.0,15803.0,KNOB POINT,1681.0,True,priority-deferral; old growth (TAP); stream,8.6
1,OPENING_ID 1752456,1752456,534994,2021-02-12,2021,3.0,Klanawa River,0.0,2.14,0.0,0.0,0.0,17844.0,KNOB POINT,564.0,False,old growth (TAP); stream,8.4
1,OPENING_ID 1725461,1725461,515069,2019-05-01,2019,10.7,Hatton Creek,0.15,1.77,0.0,0.17,0.0,12962.0,NITINAT LAKE,1573.0,False,priority-deferral; old growth (TAP); legal OGMA; stream,8.3
1,OPENING_ID 1741349,1741349,526183,2020-02-21,2020,2.1,Hatton Creek,0.0,2.06,0.0,0.0,0.0,8612.0,NITINAT LAKE,596.0,False,old growth (TAP); stream,8.2
1,OPENING_ID 1804760,1804760,590868,2024-10-02,2024,0.8,South Sarita River,0.78,0.78,0.0,0.0,5.0,14403.0,KNOB POINT,1891.0,True,priority-deferral; old growth (TAP); stream,8.2
1,OPENING_ID 1804760,1804760,590867,2024-10-02,2024,0.7,South Sarita River,0.74,0.74,0.0,0.0,0.0,14049.0,KNOB POINT,1797.0,True,priority-deferral; old growth (TAP); stream,8.0
1,OPENING_ID 1790172,1790172,576349,2022-04-28,2022,3.1,Klanawa River,0.71,0.71,0.71,0.0,7.0,11496.0,KNOB POINT,255.0,True,priority-deferral; old growth (TAP); stream,7.7
1,OPENING_ID 1777670,1777670,565213,2021-10-01,2021,9.1,Sarita River,0.29,0.76,0.0,0.0,21.0,14036.0,KNOB POINT,101.0,False,priority-deferral; old growth (TAP); stream; fish record,7.7
1,OPENING_ID 1775974,1775974,563368,2022-03-21,2022,0.9,Klanawa River,0.66,0.69,0.0,0.0,10.0,15630.0,KNOB POINT,1716.0,True,priority-deferral; old growth (TAP); stream,7.4
1,OPENING_ID 1754759,1754759,536372,2021-03-31,2021,1.8,Hatton Creek,0.0,1.79,0.0,0.0,11.0,12668.0,NITINAT LAKE,1596.0,False,old growth (TAP); stream,7.4
1,OPENING_ID 1777195,1777195,564739,2021-10-08,2021,0.7,East Klanawa River,0.65,0.65,0.65,0.0,0.0,9907.0,KNOB POINT,2053.0,False,priority-deferral; old growth (TAP); stream,7.2
1,OPENING_ID 1794728,1794728,580800,2022-02-10,2022,1.0,Klanawa River,0.9,0.9,0.9,0.0,135.0,7213.0,KNOB POINT,1848.0,True,priority-deferral; old growth (TAP),7.2
1,OPENING_ID 1744341,1744341,528399,2020-07-20,2020,41.8,Caycuse River,0.55,0.8,0.0,0.0,0.0,14631.0,NITINAT LAKE,351.0,False,priority-deferral; old growth (TAP); stream,7.1
1,OPENING_ID 1692744,1692744,491316,2017-07-01,2017,1.7,Klanawa River,0.0,1.67,0.0,0.0,13.0,17628.0,KNOB POINT,1483.0,False,old growth (TAP); stream,7.0
1,OPENING_ID 1777195,1777195,564744,2021-10-08,2021,0.6,East Klanawa River,0.62,0.62,0.62,0.0,24.0,10123.0,KNOB POINT,1620.0,False,priority-deferral; old growth (TAP); stream,7.0
1,OPENING_ID 1790891,1790891,576980,2023-10-03,2023,1.7,Darling River,0.0,1.55,0.0,0.0,28.0,25792.0,KNOB POINT,3211.0,False,old growth (TAP); stream,6.7
1,OPENING_ID 1773436,1773436,550224,2022-08-29,2022,1.5,Loup Creek,0.0,1.49,0.0,0.0,5.0,7540.0,Avatar Grove Hiking Trails,535.0,False,old growth (TAP); stream,6.5
1,OPENING_ID 1803020,1803020,589035,2025-01-13,2025,1.0,Walbran Creek,0.69,0.98,0.69,0.0,397.0,10399.0,Avatar Grove Hiking Trails,699.0,True,priority-deferral; old growth (TAP),6.4
1,OPENING_ID 1790172,1790172,576350,2022-04-28,2022,2.4,Klanawa River,0.55,0.55,0.55,0.0,0.0,11536.0,KNOB POINT,245.0,True,priority-deferral; old growth (TAP); stream,6.4
1,OPENING_ID 1770926,1770926,548349,2020-09-17,2020,1.4,South Sarita River,0.0,1.38,0.0,0.0,52.0,14136.0,KNOB POINT,1222.0,False,old growth (TAP); stream,6.1
1,OPENING_ID 1805133,1805133,591045,2025-09-23,2025,2.0,Darling River,0.0,1.99,0.0,0.0,139.0,26006.0,KNOB POINT,2878.0,False,old growth (TAP),6.0
