tier,identifier,opening_id,vccb_sysid,harvest_start_date,harvest_start_year,block_area_ha,watershed,deferral_overlap_ha,oldgrowth_overlap_ha,ancient_overlap_ha,ogma_overlap_ha,nearest_stream_m,nearest_rec_site_m,nearest_rec_site,nearest_fish_record_m,after_deferral_recommendation,risk_flags,priority_score
1,OPENING_ID 1778311,1778311,565567,2022-07-01,2022,9.0,Campbell River area,0.0,8.37,0.0,0.0,9.0,179842.0,KNOB POINT,2904.0,False,old growth (TAP); stream,27.1
1,OPENING_ID 1769119,1769119,547075,2022-07-01,2022,10.4,Salmon River,0.0,8.29,0.0,0.0,0.0,166645.0,KNOB POINT,1613.0,False,old growth (TAP); stream,26.9
1,OPENING_ID 1753558,1753558,535544,2021-04-01,2021,4.5,Salmon River,2.77,3.01,0.0,0.0,45.0,179848.0,KNOB POINT,138.0,False,priority-deferral; old growth (TAP); stream; fish record,26.9
1,OPENING_ID 1793931,1793931,580168,2024-10-16,2024,16.3,Campbell River area,3.09,3.09,0.0,0.0,193.0,181562.0,KNOB POINT,1233.0,True,priority-deferral; old growth (TAP),24.8
1,OPENING_ID 1783415,1783415,568445,2023-06-15,2023,6.7,Campbell River area,0.0,6.71,0.0,0.0,0.0,169738.0,KNOB POINT,1286.0,False,old growth (TAP); stream,22.1
1,OPENING_ID 1753558,1753558,535545,2021-04-01,2021,6.6,Salmon River,0.0,6.57,0.0,0.0,106.0,180194.0,KNOB POINT,99.0,False,old growth (TAP); fish record,21.7
1,OPENING_ID 1770051,1770051,547545,2022-09-01,2022,6.3,Salmon River,0.5,6.32,0.0,0.0,147.0,177705.0,KNOB POINT,974.0,True,priority-deferral; old growth (TAP),21.5
1,OPENING_ID 1792027,1792027,577973,2023-08-05,2023,5.2,Salmon River,0.0,5.16,0.0,0.0,99.0,182542.0,KNOB POINT,4851.0,False,old growth (TAP); stream,17.5
1,OPENING_ID 1796692,1796692,582477,2024-08-01,2024,2.4,Salmon River,1.35,1.98,0.0,0.0,0.0,165451.0,KNOB POINT,112.0,True,priority-deferral; old growth (TAP); stream; fish record,16.7
1,OPENING_ID 1781432,1781432,567250,2022-07-26,2022,4.6,Campbell River area,0.0,4.59,0.0,0.0,0.0,169042.0,KNOB POINT,1865.0,False,old growth (TAP); stream,15.8
1,OPENING_ID 1788715,1788715,574963,2023-07-11,2023,4.8,Salmon River,0.0,4.79,0.0,0.0,289.0,182193.0,KNOB POINT,4425.0,False,old growth (TAP),14.4
1,OPENING_ID 1754516,1754516,536121,2020-05-01,2020,52.2,Salmon River,0.0,3.91,0.0,0.0,0.0,184424.0,KNOB POINT,5945.0,False,old growth (TAP); stream,13.7
1,OPENING_ID 1792027,1792027,577977,2023-09-01,2023,4.6,Salmon River,0.0,4.58,0.0,0.0,131.0,182549.0,KNOB POINT,4890.0,False,old growth (TAP),13.7
1,OPENING_ID 1796692,1796692,582476,2024-08-01,2024,4.1,Salmon River,0.0,3.74,0.0,0.0,0.0,165377.0,KNOB POINT,229.0,False,old growth (TAP); stream,13.2
1,OPENING_ID 1796692,1796692,582482,2024-08-01,2024,5.0,Salmon River,0.0,3.64,0.0,0.0,152.0,165317.0,KNOB POINT,75.0,False,old growth (TAP); fish record,12.9
1,OPENING_ID 1796692,1796692,582481,2024-08-01,2024,4.1,Salmon River,0.0,2.8,0.0,0.0,53.0,165371.0,KNOB POINT,11.0,False,old growth (TAP); stream; fish record,12.4
1,OPENING_ID 1792027,1792027,577975,2023-09-01,2023,3.8,Salmon River,0.0,3.43,0.0,0.0,2.0,182507.0,KNOB POINT,4795.0,False,old growth (TAP); stream,12.3
1,OPENING_ID 1765413,1765413,545272,2022-01-26,2022,63.0,Campbell River area,1.27,1.29,0.0,0.0,0.0,176146.0,KNOB POINT,1136.0,True,priority-deferral; old growth (TAP); stream,12.2
1,OPENING_ID 1763699,1763699,544571,2022-03-01,2022,2.6,Salmon River,1.25,1.25,0.0,0.0,17.0,172855.0,KNOB POINT,1315.0,True,priority-deferral; old growth (TAP); stream,12.0
1,OPENING_ID 1781432,1781432,567252,2022-07-26,2022,3.2,Campbell River area,0.0,3.23,0.0,0.0,0.0,169504.0,KNOB POINT,1853.0,False,old growth (TAP); stream,11.7
1,OPENING_ID 1764672,1764672,544858,2021-06-01,2021,2.5,Salmon River,0.0,2.48,0.0,0.0,0.0,178391.0,KNOB POINT,29.0,False,old growth (TAP); stream; fish record,11.4
1,OPENING_ID 1796692,1796692,582478,2024-08-01,2024,1.5,Salmon River,0.9,0.9,0.0,0.0,0.0,165545.0,KNOB POINT,168.0,True,priority-deferral; old growth (TAP); stream; fish record,11.2
1,OPENING_ID 1781432,1781432,567251,2022-07-26,2022,3.1,Campbell River area,0.0,3.08,0.0,0.0,0.0,169489.0,KNOB POINT,1980.0,False,old growth (TAP); stream,11.2
1,OPENING_ID 1789138,1789138,575303,2023-07-11,2023,3.5,Salmon River,0.0,3.01,0.0,0.0,0.0,184067.0,KNOB POINT,5771.0,False,old growth (TAP); stream,11.0
1,OPENING_ID 1789138,1789138,575302,2023-07-11,2023,3.0,Salmon River,0.0,2.96,0.0,0.0,55.0,183763.0,KNOB POINT,5617.0,False,old growth (TAP); stream,10.9
1,OPENING_ID 1779738,1779738,566444,2022-11-23,2022,2.9,Campbell River area,0.0,2.89,0.0,0.0,0.0,168492.0,KNOB POINT,2513.0,False,old growth (TAP); stream,10.7
1,OPENING_ID 1792027,1792027,577971,2023-05-17,2023,2.8,Salmon River,0.0,2.79,0.0,0.0,100.0,183200.0,KNOB POINT,5420.0,False,old growth (TAP); stream,10.4
1,VCCB_SYSID 83253,,83253,2024-01-04,2024,3.1,Campbell River area,1.19,1.19,0.0,0.0,210.0,160795.0,KNOB POINT,1849.0,True,priority-deferral; old growth (TAP),9.5
1,OPENING_ID 1753558,1753558,535542,2021-04-01,2021,3.0,Salmon River,0.0,2.96,0.0,0.0,283.0,179547.0,KNOB POINT,545.0,False,old growth (TAP),8.9
1,OPENING_ID 1764672,1764672,544859,2021-06-01,2021,2.4,Salmon River,0.0,2.22,0.0,0.0,0.0,178549.0,KNOB POINT,313.0,False,old growth (TAP); stream,8.7
1,OPENING_ID 1796692,1796692,582480,2024-08-01,2024,0.9,Salmon River,0.77,0.77,0.0,0.0,103.0,165612.0,KNOB POINT,135.0,True,priority-deferral; old growth (TAP); fish record,8.1
1,OPENING_ID 1765821,1765821,545509,2020-08-01,2020,12.5,Salmon River,0.0,2.03,0.0,0.0,0.0,184195.0,KNOB POINT,5223.0,False,old growth (TAP); stream,8.1
1,OPENING_ID 1792027,1792027,577970,2023-05-17,2023,2.4,Salmon River,0.0,1.9,0.0,0.0,78.0,182995.0,KNOB POINT,5387.0,False,old growth (TAP); stream,7.7
1,OPENING_ID 1796692,1796692,582479,2024-08-01,2024,2.3,Salmon River,0.0,1.7,0.0,0.0,0.0,165686.0,KNOB POINT,460.0,False,old growth (TAP); stream,7.1
1,OPENING_ID 1753558,1753558,535546,2021-04-01,2021,1.9,Salmon River,0.0,1.68,0.0,0.0,0.0,180629.0,KNOB POINT,620.0,False,old growth (TAP); stream,7.0
1,OPENING_ID 1796692,1796692,582474,2024-08-01,2024,1.7,Salmon River,0.0,1.39,0.0,0.0,96.0,164784.0,KNOB POINT,250.0,False,old growth (TAP); stream,6.2
1,OPENING_ID 1769119,1769119,547076,2022-07-01,2022,1.5,Salmon River,0.0,1.38,0.0,0.0,16.0,167008.0,KNOB POINT,1739.0,False,old growth (TAP); stream,6.2
1,VCCB_SYSID 80645,,80645,2022-10-05,2022,2.1,Campbell River area,0.0,2.06,0.0,0.0,173.0,168380.0,KNOB POINT,2579.0,False,old growth (TAP),6.2
1,OPENING_ID 1781432,1781432,567249,2022-07-26,2022,3.0,Campbell River area,0.0,1.34,0.0,0.0,0.0,169150.0,KNOB POINT,2011.0,False,old growth (TAP); stream,6.0
1,OPENING_ID 1797757,1797757,583737,2025-02-11,2025,44.3,Salmon River,0.0,0.55,0.0,0.0,0.0,175350.0,KNOB POINT,0.0,False,old growth (TAP); stream; fish record,5.6
1,OPENING_ID 1789138,1789138,575301,2023-07-01,2023,1.1,Salmon River,0.0,1.07,0.0,0.0,82.0,183767.0,KNOB POINT,5702.0,False,old growth (TAP); stream,5.2
1,OPENING_ID 1792027,1792027,577972,2023-05-17,2023,1.6,Salmon River,0.0,1.62,0.0,0.0,177.0,183290.0,KNOB POINT,5519.0,False,old growth (TAP),4.9
1,OPENING_ID 1743621,1743621,527915,2020-05-01,2020,73.3,Salmon River,0.0,0.19,0.0,0.0,0.0,164214.0,KNOB POINT,46.0,False,old growth (TAP); stream; fish record,4.6
1,OPENING_ID 1767886,1767886,546424,2020-09-01,2020,1.6,Salmon River,0.0,1.55,0.0,0.0,104.0,184911.0,KNOB POINT,6305.0,False,old growth (TAP),4.6
1,OPENING_ID 1798389,1798389,584792,2025-05-01,2025,4.7,Campbell River area,0.0,0.14,0.0,0.0,0.0,183918.0,KNOB POINT,200.0,False,old growth (TAP); stream; fish record,4.4
1,OPENING_ID 1708540,1708540,503724,2018-04-18,2018,26.8,Salmon River,0.0,0.06,0.0,0.0,24.0,168627.0,KNOB POINT,164.0,False,old growth (TAP); stream; fish record,4.2
1,OPENING_ID 1673323,1673323,475013,2015-11-03,2015,67.8,Salmon River,0.0,0.0,0.0,0.23,0.0,171722.0,KNOB POINT,0.0,False,legal OGMA; stream; fish record,4.2
1,OPENING_ID 1688748,1688748,487904,2017-03-16,2017,8.5,Salmon River,0.0,0.0,0.0,0.1,45.0,166877.0,KNOB POINT,44.0,False,legal OGMA; stream; fish record,4.1
1,OPENING_ID 1802346,1802346,588375,2024-09-10,2024,27.6,Campbell River,0.0,0.0,0.0,0.0,51.0,150878.0,KNOB POINT,132.0,False,stream; fish record,4.0
1,VCCB_SYSID 79829,,79829,2022-05-25,2022,20.1,Campbell River,0.0,0.0,0.0,0.0,0.0,147482.0,KNOB POINT,158.0,False,stream; fish record,4.0
1,VCCB_SYSID 79775,,79775,2022-05-21,2022,48.9,Campbell River,0.0,0.0,0.0,0.0,0.0,147333.0,KNOB POINT,84.0,False,stream; fish record,4.0
1,OPENING_ID 1745123,1745123,529015,2020-01-29,2020,2.5,Campbell River,0.0,0.0,0.0,0.0,66.0,148777.0,KNOB POINT,118.0,False,stream; fish record,4.0
1,OPENING_ID 1745123,1745123,529014,2020-01-29,2020,11.4,Campbell River,0.0,0.0,0.0,0.0,6.0,148196.0,KNOB POINT,80.0,False,stream; fish record,4.0
1,VCCB_SYSID 80189,,80189,2022-07-17,2022,6.7,Campbell River,0.0,0.0,0.0,0.0,28.0,142141.0,KNOB POINT,34.0,False,stream; fish record,4.0
1,VCCB_SYSID 79191,,79191,2022-02-23,2022,6.8,Campbell River,0.0,0.0,0.0,0.0,0.0,142784.0,KNOB POINT,187.0,False,stream; fish record,4.0
1,VCCB_SYSID 80190,,80190,2022-07-17,2022,13.0,Campbell River,0.0,0.0,0.0,0.0,6.0,142183.0,KNOB POINT,92.0,False,stream; fish record,4.0
1,VCCB_SYSID 80180,,80180,2022-07-17,2022,11.5,Campbell River,0.0,0.0,0.0,0.0,31.0,142016.0,KNOB POINT,43.0,False,stream; fish record,4.0
1,VCCB_SYSID 79185,,79185,2022-02-23,2022,4.9,Campbell River,0.0,0.0,0.0,0.0,10.0,143368.0,KNOB POINT,41.0,False,stream; fish record,4.0
1,VCCB_SYSID 78992,,78992,2022-01-30,2022,5.0,Campbell River,0.0,0.0,0.0,0.0,21.0,143817.0,KNOB POINT,4.0,False,stream; fish record,4.0
1,VCCB_SYSID 78223,,78223,2021-08-31,2021,12.7,Campbell River,0.0,0.0,0.0,0.0,37.0,145006.0,KNOB POINT,88.0,False,stream; fish record,4.0
1,VCCB_SYSID 83404,,83404,2024-02-13,2024,22.2,Campbell River,0.0,0.0,0.0,0.0,0.0,142263.0,KNOB POINT,11.0,False,stream; fish record,4.0
1,VCCB_SYSID 83154,,83154,2023-11-25,2023,28.9,Campbell River,0.0,0.0,0.0,0.0,24.0,147235.0,KNOB POINT,67.0,False,stream; fish record,4.0
1,OPENING_ID 1669004,1669004,470812,2015-01-05,2015,5.6,Campbell River,0.0,0.0,0.0,0.0,31.0,136883.0,KNOB POINT,48.0,False,stream; fish record,4.0
1,OPENING_ID 1705296,1705296,502002,2017-12-21,2017,3.1,Campbell River,0.0,0.0,0.0,0.0,52.0,136472.0,KNOB POINT,130.0,False,stream; fish record,4.0
1,OPENING_ID 1705296,1705296,502003,2017-12-21,2017,0.3,Campbell River,0.0,0.0,0.0,0.0,12.0,136743.0,KNOB POINT,59.0,False,stream; fish record,4.0
1,OPENING_ID 1669002,1669002,470809,2015-11-01,2015,1.1,Campbell River,0.0,0.0,0.0,0.0,39.0,136714.0,KNOB POINT,129.0,False,stream; fish record,4.0
1,OPENING_ID 1798142,1798142,584232,2024-03-13,2024,0.3,Campbell River,0.0,0.0,0.0,0.0,0.0,141317.0,KNOB POINT,89.0,False,stream; fish record,4.0
1,OPENING_ID 1798142,1798142,584233,2024-03-13,2024,1.1,Campbell River,0.0,0.0,0.0,0.0,7.0,141357.0,KNOB POINT,158.0,False,stream; fish record,4.0
1,OPENING_ID 1744417,1744417,528458,2020-03-09,2020,7.1,Campbell River,0.0,0.0,0.0,0.0,23.0,141781.0,KNOB POINT,14.0,False,stream; fish record,4.0
1,OPENING_ID 1798139,1798139,584230,2024-05-27,2024,1.9,Campbell River,0.0,0.0,0.0,0.0,19.0,140901.0,KNOB POINT,57.0,False,stream; fish record,4.0
1,OPENING_ID 1798138,1798138,584229,2024-04-10,2024,1.4,Campbell River,0.0,0.0,0.0,0.0,64.0,141396.0,KNOB POINT,174.0,False,stream; fish record,4.0
1,OPENING_ID 1714257,1714257,507464,2018-05-02,2018,3.8,Campbell River,0.0,0.0,0.0,0.0,18.0,142301.0,KNOB POINT,32.0,False,stream; fish record,4.0
1,OPENING_ID 1714257,1714257,507463,2018-05-02,2018,0.1,Campbell River,0.0,0.0,0.0,0.0,40.0,142612.0,KNOB POINT,141.0,False,stream; fish record,4.0
1,OPENING_ID 1733841,1733841,521251,2018-07-12,2018,6.9,Campbell River,0.0,0.0,0.0,0.0,65.0,143127.0,KNOB POINT,159.0,False,stream; fish record,4.0
1,OPENING_ID 1762878,1762878,543720,2021-05-03,2021,15.3,Campbell River,0.0,0.0,0.0,0.0,26.0,140345.0,KNOB POINT,33.0,False,stream; fish record,4.0
1,OPENING_ID 1657661,1657661,463743,2015-04-21,2015,2.0,Campbell River,0.0,0.0,0.0,0.0,42.0,141037.0,KNOB POINT,43.0,False,stream; fish record,4.0
1,OPENING_ID 1698453,1698453,495732,2017-05-25,2017,3.3,Campbell River,0.0,0.0,0.0,0.0,24.0,141232.0,KNOB POINT,32.0,False,stream; fish record,4.0
1,VCCB_SYSID 81298,,81298,2023-03-30,2023,2.8,Campbell River,0.0,0.0,0.0,0.0,2.0,145437.0,KNOB POINT,0.0,False,stream; fish record,4.0
1,VCCB_SYSID 77190,,77190,2021-04-18,2021,9.6,Campbell River area,0.0,0.0,0.0,0.0,59.0,134585.0,KNOB POINT,156.0,False,stream; fish record,4.0
1,VCCB_SYSID 75361,,75361,2020-01-01,2020,3.2,Campbell River area,0.0,0.0,0.0,0.0,79.0,134064.0,KNOB POINT,167.0,False,stream; fish record,4.0
1,OPENING_ID 1777518,1777518,565133,2023-02-01,2023,27.5,Salmon River,0.0,0.0,0.0,0.0,25.0,168118.0,KNOB POINT,42.0,False,stream; fish record,4.0
1,OPENING_ID 1796692,1796692,582475,2024-08-01,2024,0.9,Salmon River,0.0,0.0,0.0,0.0,26.0,165082.0,KNOB POINT,52.0,False,stream; fish record,4.0
1,OPENING_ID 1735084,1735084,522164,2020-03-05,2020,22.6,Salmon River,0.0,0.0,0.0,0.0,0.0,167591.0,KNOB POINT,0.0,False,stream; fish record,4.0
1,OPENING_ID 1672913,1672913,474627,2015-04-21,2015,3.0,Salmon River,0.0,0.0,0.0,0.0,46.0,168359.0,KNOB POINT,135.0,False,stream; fish record,4.0
1,OPENING_ID 1755387,1755387,536849,2020-02-07,2020,13.0,Salmon River,0.0,0.0,0.0,0.0,36.0,157015.0,KNOB POINT,47.0,False,stream; fish record,4.0
1,OPENING_ID 1746309,1746309,529875,2020-02-07,2020,33.3,Salmon River,0.0,0.0,0.0,0.0,0.0,157599.0,KNOB POINT,77.0,False,stream; fish record,4.0
1,OPENING_ID 1806679,1806679,591875,2025-06-11,2025,23.8,Salmon River,0.0,0.0,0.0,0.0,0.0,159836.0,KNOB POINT,82.0,False,stream; fish record,4.0
1,OPENING_ID 1757979,1757979,538891,2021-04-23,2021,11.5,Salmon River,0.0,0.0,0.0,0.0,0.0,163717.0,KNOB POINT,32.0,False,stream; fish record,4.0
1,OPENING_ID 1655898,1655898,462676,2015-02-16,2015,75.1,Salmon River,0.0,0.0,0.0,0.0,0.0,162829.0,KNOB POINT,193.0,False,stream; fish record,4.0
1,VCCB_SYSID 86009,,86009,2024-12-09,2024,32.9,Campbell River,0.0,0.0,0.0,0.0,42.0,154217.0,KNOB POINT,56.0,False,stream; fish record,4.0
1,OPENING_ID 1756216,1756216,537566,2020-11-23,2020,50.1,Campbell River,0.0,0.0,0.0,0.0,32.0,153715.0,KNOB POINT,154.0,False,stream; fish record,4.0
1,OPENING_ID 1790350,1790350,576518,2024-02-05,2024,23.1,Campbell River,0.0,0.0,0.0,0.0,31.0,160526.0,KNOB POINT,46.0,False,stream; fish record,4.0
1,OPENING_ID 1750598,1750598,534016,2021-02-22,2021,27.5,Campbell River,0.0,0.0,0.0,0.0,7.0,161730.0,KNOB POINT,17.0,False,stream; fish record,4.0
1,OPENING_ID 1806383,1806383,591621,2025-11-13,2025,38.9,Mohun Creek,0.0,0.0,0.0,0.0,0.0,155468.0,KNOB POINT,134.0,False,stream; fish record,4.0
1,OPENING_ID 1724988,1724988,514873,2018-11-26,2018,56.4,Mohun Creek,0.0,0.0,0.0,0.0,27.0,158164.0,KNOB POINT,39.0,False,stream; fish record,4.0
1,OPENING_ID 1746083,1746083,529785,2020-10-09,2020,44.2,Mohun Creek,0.0,0.0,0.0,0.0,24.0,157678.0,KNOB POINT,68.0,False,stream; fish record,4.0
1,OPENING_ID 1749666,1749666,533141,2020-10-03,2020,36.3,Mohun Creek,0.0,0.0,0.0,0.0,37.0,159186.0,KNOB POINT,54.0,False,stream; fish record,4.0
1,OPENING_ID 1745487,1745487,529352,2020-06-01,2020,54.6,Mohun Creek,0.0,0.0,0.0,0.0,22.0,153237.0,KNOB POINT,189.0,False,stream; fish record,4.0
1,OPENING_ID 1673002,1673002,474749,2015-11-02,2015,51.2,Mohun Creek,0.0,0.0,0.0,0.0,48.0,152260.0,KNOB POINT,183.0,False,stream; fish record,4.0
1,OPENING_ID 1690153,1690153,489335,2016-10-17,2016,31.9,Mohun Creek,0.0,0.0,0.0,0.0,74.0,157892.0,KNOB POINT,152.0,False,stream; fish record,4.0
1,OPENING_ID 1662220,1662220,465542,2015-05-14,2015,44.0,Campbell River,0.0,0.0,0.0,0.0,1.0,160512.0,KNOB POINT,109.0,False,stream; fish record,4.0
1,OPENING_ID 1777756,1777756,565242,2023-04-07,2023,1.6,Mohun Creek,0.0,0.0,0.0,0.0,14.0,150839.0,KNOB POINT,57.0,False,stream; fish record,4.0
1,OPENING_ID 1777756,1777756,565240,2023-04-07,2023,3.9,Mohun Creek,0.0,0.0,0.0,0.0,30.0,150619.0,KNOB POINT,149.0,False,stream; fish record,4.0
1,OPENING_ID 1777756,1777756,565241,2023-04-07,2023,1.1,Mohun Creek,0.0,0.0,0.0,0.0,56.0,150684.0,KNOB POINT,100.0,False,stream; fish record,4.0
1,OPENING_ID 1778371,1778371,565618,2022-11-21,2022,23.3,Mohun Creek,0.0,0.0,0.0,0.0,28.0,156056.0,KNOB POINT,45.0,False,stream; fish record,4.0
1,OPENING_ID 1778342,1778342,565590,2022-08-15,2022,20.3,Mohun Creek,0.0,0.0,0.0,0.0,62.0,155289.0,KNOB POINT,63.0,False,stream; fish record,4.0
1,OPENING_ID 1738243,1738243,524639,2019-12-16,2019,22.1,Mohun Creek,0.0,0.0,0.0,0.0,0.0,151855.0,KNOB POINT,39.0,False,stream; fish record,4.0
1,OPENING_ID 1754459,1754459,536076,2021-09-06,2021,14.3,Mohun Creek,0.0,0.0,0.0,0.0,0.0,154933.0,KNOB POINT,90.0,False,stream; fish record,4.0
1,OPENING_ID 1743546,1743546,527867,2019-06-17,2019,19.1,Mohun Creek,0.0,0.0,0.0,0.0,23.0,149489.0,KNOB POINT,60.0,False,stream; fish record,4.0
1,OPENING_ID 1680004,1680004,478982,2016-11-15,2016,11.7,Mohun Creek,0.0,0.0,0.0,0.0,19.0,150981.0,KNOB POINT,127.0,False,stream; fish record,4.0
1,OPENING_ID 1680005,1680005,478983,2016-11-15,2016,10.0,Mohun Creek,0.0,0.0,0.0,0.0,29.0,150909.0,KNOB POINT,68.0,False,stream; fish record,4.0
1,OPENING_ID 1666027,1666027,468273,2015-04-01,2015,17.4,Mohun Creek,0.0,0.0,0.0,0.0,0.0,149633.0,KNOB POINT,161.0,False,stream; fish record,4.0
1,OPENING_ID 1688081,1688081,487360,2016-03-21,2016,34.8,Mohun Creek,0.0,0.0,0.0,0.0,0.0,156430.0,KNOB POINT,105.0,False,stream; fish record,4.0
1,OPENING_ID 1693358,1693358,492013,2017-02-14,2017,60.9,Mohun Creek,0.0,0.0,0.0,0.0,0.0,150076.0,KNOB POINT,97.0,False,stream; fish record,4.0
1,OPENING_ID 1692683,1692683,491296,2017-10-26,2017,6.1,Mohun Creek,0.0,0.0,0.0,0.0,43.0,150905.0,KNOB POINT,110.0,False,stream; fish record,4.0
1,OPENING_ID 1685401,1685401,484381,2017-01-23,2017,4.8,Campbell River area,0.0,0.0,0.0,0.0,34.0,152109.0,KNOB POINT,182.0,False,stream; fish record,4.0
1,OPENING_ID 1654790,1654790,462241,2015-06-26,2015,7.9,Salmon River,0.0,0.0,0.0,0.0,0.0,176959.0,KNOB POINT,73.0,False,stream; fish record,4.0
1,OPENING_ID 1654790,1654790,462240,2015-06-26,2015,1.2,Salmon River,0.0,0.0,0.0,0.0,12.0,177007.0,KNOB POINT,36.0,False,stream; fish record,4.0
1,OPENING_ID 1795666,1795666,581558,2025-02-15,2025,1.5,Salmon River,0.0,0.0,0.0,0.0,49.0,171859.0,KNOB POINT,63.0,False,stream; fish record,4.0
1,OPENING_ID 1687796,1687796,487109,2017-03-07,2017,36.3,Salmon River,0.0,0.0,0.0,0.0,0.0,172774.0,KNOB POINT,91.0,False,stream; fish record,4.0
1,OPENING_ID 1794633,1794633,580713,2024-04-17,2024,45.7,Salmon River,0.0,0.0,0.0,0.0,43.0,171549.0,KNOB POINT,173.0,False,stream; fish record,4.0
1,OPENING_ID 1794633,1794633,580714,2024-05-09,2024,32.2,Salmon River,0.0,0.0,0.0,0.0,0.0,170511.0,KNOB POINT,0.0,False,stream; fish record,4.0
1,OPENING_ID 1795449,1795449,581315,2024-11-06,2024,17.2,Salmon River,0.0,0.0,0.0,0.0,20.0,173380.0,KNOB POINT,44.0,False,stream; fish record,4.0
1,OPENING_ID 1797759,1797759,583739,2025-03-20,2025,26.7,Salmon River,0.0,0.0,0.0,0.0,34.0,176365.0,KNOB POINT,135.0,False,stream; fish record,4.0
1,OPENING_ID 1796742,1796742,582575,2024-12-01,2024,24.9,Salmon River,0.0,0.0,0.0,0.0,15.0,176560.0,KNOB POINT,166.0,False,stream; fish record,4.0
1,OPENING_ID 1672908,1672908,474621,2016-01-28,2016,14.7,Campbell River area,0.0,0.0,0.0,0.0,36.0,174540.0,KNOB POINT,40.0,False,stream; fish record,4.0
1,OPENING_ID 1687802,1687802,487122,2017-03-16,2017,8.1,Campbell River area,0.0,0.0,0.0,0.0,23.0,173203.0,KNOB POINT,51.0,False,stream; fish record,4.0
1,OPENING_ID 1735415,1735415,522487,2019-11-25,2019,31.3,Campbell River area,0.0,0.0,0.0,0.0,0.0,166741.0,KNOB POINT,137.0,False,stream; fish record,4.0
